addr1,addr2,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
서울특별시 광진구 중곡동,중곡4동 143-130,3060915,12,20231129172623,http://tong.visitkorea.or.kr/cms/resource/48/3052748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3052748_image3_1.jpg,127.0962659796,37.5619402315,20241129091701,,긴고랑계곡,04921,11,215,NA,NA01,NA010400
서울특별시 광진구 긴고랑로 143 (중곡동),,2756575,12,20211013225357,http://tong.visitkorea.or.kr/cms/resource/37/3468037_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3468037_image3_1.jpg,127.0910359861,37.5589071568,20250610095630,,긴고랑공원,04944,11,215,VE,VE03,VE030100
서울특별시 강동구 천호대로 1291,(길동),127375,12,20031114090000,,,127.1568388307,37.5413187204,20240530133503,,길동생태공원,05291,11,740,NA,NA04,NA040500
서울특별시 서초구 강남대로39길 15-9 (서초동),101호,2946113,12,20230128202129,http://tong.visitkorea.or.kr/cms/resource/05/2947505_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2947505_image3_1.jpg,127.0324406141,37.4858368100,20250708174755,,길상도예,06735,11,650,EX,EX02,EX020400
서울특별시 성북구 선잠로5길 68 (성북동),,128866,12,20060323090000,http://tong.visitkorea.or.kr/cms/resource/72/3376572_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3376572_image3_1.jpg,126.9939575925,37.5985980194,20250318210124,,길상사(서울),02839,11,290,HS,HS03,HS030100
"서울특별시 성북구 길음로 11 (길음동, 길음역롯데캐슬트윈골드아파트)",,3451976,12,20241219112520,http://tong.visitkorea.or.kr/cms/resource/65/3451865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3451865_image3_1.jpg,127.0234880845,37.6038534948,20241219112532,,길음역롯데캐슬트윈골드상가,02722,11,290,VE,VE12,VE120300
서울특별시 강서구 방화동,산110번지,3525021,12,20250821160319,http://tong.visitkorea.or.kr/cms/resource/17/3525017_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/3525017_image3_1.JPG,126.8159132446,37.5800525448,20250821160331,,꿩고개공원,07512,11,500,VE,VE03,VE030100
서울특별시 중구 을지로 66,(을지로2가) 외환은행 본점 앞,1827190,12,20130711224147,http://tong.visitkorea.or.kr/cms/resource/66/3077666_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/3077666_image3_1.JPG,126.9850482312,37.5655100385,20250820111842,,나석주의사동상,04538,11,140,VE,VE01,VE010500
서울특별시 종로구 낙산길 41,(동숭동),129501,12,20070403090000,http://tong.visitkorea.or.kr/cms/resource/28/3506728_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3506728_image3_1.jpg,127.0065125148,37.5805725621,20250718090000,,낙산공원,03085,11,110,VE,VE03,VE030400
서울특별시 종로구 종로63가길 31 (숭인동),,128872,12,20060330090000,http://tong.visitkorea.or.kr/cms/resource/69/3505769_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3505769_image3_1.jpg,127.0188448663,37.5755650327,20250714113136,,낙산묘각사,03112,11,110,HS,HS03,HS030100
서울특별시 종로구 삼일대로 428,,699222,12,20090225202222,http://tong.visitkorea.or.kr/cms/resource/02/2526402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2526402_image3_1.jpg,126.9883060491,37.5732314221,20250102113613,,낙원동 아구찜 거리,03140,11,110,VE,VE04,VE040100
서울특별시 종로구 종로3가,종로3가역 5번 출구 낙원악기상가 앞 거리,3056376,12,20231204110117,http://tong.visitkorea.or.kr/cms/resource/57/3056357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3056357_image3_1.jpg,126.9891143240,37.5726898327,20250718090000,,낙원동 포장마차거리,03139,11,110,VE,VE04,VE040100
서울특별시 마포구 월드컵로 365 (상암동),,2784060,12,20211201011322,,,126.8870625217,37.5725158027,20250317205039,,난지천공원,03900,11,440,VE,VE03,VE030100
서울특별시 마포구 한강난지로 162,,127859,12,20030630090000,http://tong.visitkorea.or.kr/cms/resource/15/2659815_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2659815_image3_1.jpg,126.8854129455,37.5628196780,20250730163931,,난지한강공원,03900,11,440,VE,VE03,VE030100
서울특별시 광진구 능동로 216,(능동) 서울어린이대공원 내,1827191,12,20130711225100,,,127.0763931608,37.5488358400,20250730103139,,남강이승훈선생동상,04991,11,215,VE,VE01,VE010500
서울특별시 중구 남대문시장길 16-17 (남창동),,748018,12,20090605202134,http://tong.visitkorea.or.kr/cms/resource/35/3082835_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/35/3082835_image3_1.png,126.9769408005,37.5597300093,20250414131902,,남대문 갈치조림골목,04528,11,140,VE,VE04,VE040100
서울특별시 용산구 이태원동,259-16,1603482,12,20120416235548,http://tong.visitkorea.or.kr/cms/resource/09/3506309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3506309_image3_1.jpg,126.9949146460,37.5426517608,20250718090000,,남산 야외식물원,04391,11,170,NA,NA04,NA040700
서울특별시 중구 소파로 83,,128776,12,20060202090000,,,126.9841041137,37.5569971220,20240903093123,,남산 케이블카,04630,11,140,EX,EX07,EX070200
서울특별시 중구 예장동 8-1,,1603336,12,20120416231413,http://tong.visitkorea.or.kr/cms/resource/25/3539625_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3539625_image3_1.jpg,126.9876206116,37.5516394747,20250917145211,,남산 팔각정,04628,11,140,VE,VE01,VE010100
서울특별시 중구 퇴계로34길 28 (필동2가),,126747,12,20040216090000,http://tong.visitkorea.or.kr/cms/resource/94/2932494_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/94/2932494_image3_1.bmp,126.9932865315,37.5597775194,20250708170501,,남산골한옥마을,04626,11,140,HS,HS01,HS010600
서울특별시 중구 삼일대로 231 (예장동),,126485,12,20031105090000,http://tong.visitkorea.or.kr/cms/resource/56/3539656_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3539656_image3_1.jpg,126.9922311881,37.5556863093,20250917145911,,남산공원(서울),04628,11,140,VE,VE03,VE030500
서울특별시 용산구 남산공원길 105,,126535,12,20021031090000,http://tong.visitkorea.or.kr/cms/resource/70/3089670_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3089670_image3_1.jpg,126.9878983791,37.5511089858,20250910143824,,남산서울타워,04340,11,170,VE,VE01,VE010200
서울특별시 중구 남산공원길 609 (예장동),,2783557,12,20211130201410,http://tong.visitkorea.or.kr/cms/resource/60/3458860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3458860_image3_1.jpg,126.9866844934,37.5549112997,20250721093644,,남산순환나들길,04628,11,140,NA,NA05,NA050100
서울특별시 중구 주자동,5-22,3067314,12,20231213103627,http://tong.visitkorea.or.kr/cms/resource/98/3067298_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/3067298_image3_1.JPG,126.9888869118,37.5605217984,20250721094048,,남산예장공원,04627,11,140,VE,VE03,VE030200
서울특별시 중구 퇴계로26가길 6 (예장동),,3447859,12,20241217170734,http://tong.visitkorea.or.kr/cms/resource/70/3455270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3455270_image3_1.jpg,126.9898035408,37.5588942261,20250721094148,,남산인권숲,04628,11,140,NA,NA05,NA050100
서울특별시 관악구 남현동,,3082015,12,20231204140004,http://tong.visitkorea.or.kr/cms/resource/11/3082011_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/3082011_image3_1.JPG,126.9869510439,37.4598001285,20240116121046,,남태령고개,08810,11,620,NA,NA01,NA010100
서울특별시 마포구 와우산로19길 21 (서교동),빅마마건물 3층,2946242,12,20230130000209,http://tong.visitkorea.or.kr/cms/resource/69/2947669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2947669_image3_1.jpg,126.9218988345,37.5512466761,20240816144556,,내맘대로폰케이스 홍대점,04041,11,440,EX,EX07,EX070200
서울특별시 성북구 보국문로 262-151 내원사,,298341,12,20071128015427,http://tong.visitkorea.or.kr/cms/resource/10/3465410_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3465410_image3_1.jpg,126.9951622409,37.6266725544,20250109093122,,내원사(서울),02700,11,290,HS,HS03,HS030100
서울특별시 동작구 노량진로 247 (본동),,2763685,12,20211027224421,http://tong.visitkorea.or.kr/cms/resource/37/3458537_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/37/3458537_image3_1.JPG,126.9534914781,37.5130461243,20250401131356,,노들나루공원,06902,11,590,VE,VE03,VE030100
서울특별시 용산구 양녕로 445 (이촌동),,2638475,12,20191125183515,,,126.9580520415,37.5177178854,20250307094735,02-749-4500,노들섬,04427,11,170,VE,VE12,VE120300
서울특별시 동작구 노량진로 174 (노량진동),,3067187,12,20231212182136,http://tong.visitkorea.or.kr/cms/resource/86/3067186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3067186_image3_1.jpg,126.9453227635,37.5135542529,20250624165209,,노량진컵밥거리,06913,11,590,VE,VE04,VE040100
서울특별시 노원구 화랑로 610 (공릉동),,2774274,12,20211115181918,,,127.0932978062,37.6243079306,20250316195953,,노원 불빛정원,01805,11,350,NA,NA04,NA040700
서울특별시 마포구 상암동,,2733971,12,20210817184927,,,126.8755135312,37.5740543063,20250912165551,,노을공원(서울),03900,11,440,VE,VE03,VE030100
서울특별시 노원구 공릉로22길 1 (공릉동),,3007012,12,20230904171324,http://tong.visitkorea.or.kr/cms/resource/07/3007007_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3007007_image3_1.jpg,127.0783159455,37.6205219892,20250812161556,,노해체육공원,01803,11,350,VE,VE03,VE030400
서울특별시 은평구 서오릉로 52 (녹번동),,3453040,12,20241219161800,http://tong.visitkorea.or.kr/cms/resource/96/3452496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3452496_image3_1.jpg,126.9239887769,37.6055181816,20241226163300,,녹번서공원,03379,11,380,NA,NA05,NA050100
서울특별시 강남구 양재대로 340 (개포동),,1603149,12,20120416195250,http://tong.visitkorea.or.kr/cms/resource/34/3508134_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3508134_image3_1.jpg,127.0525947342,37.4717415860,20250717094328,,능인선원,06357,11,680,HS,HS03,HS030100
서울특별시 도봉구 창포원로 45 (도봉동),,2764354,12,20211028184216,http://tong.visitkorea.or.kr/cms/resource/48/3531548_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3531548_image3_1.jpg,127.0472806389,37.6914909527,20250904092605,,다락원체육공원,01318,11,320,VE,VE03,VE030500
서울특별시 종로구 인사동길 12 (인사동),지하 1층,2392535,12,20160713202443,http://tong.visitkorea.or.kr/cms/resource/94/3540794_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3540794_image3_1.jpg,126.9872367386,37.5719398862,20250918135009,,다이나믹 메이즈 인사동,03163,11,110,VE,VE02,VE020100
서울특별시 동작구 서달로 50-26,,299978,12,20071128181317,http://tong.visitkorea.or.kr/cms/resource/74/2690574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2690574_image3_1.jpg,126.9626521644,37.4985229748,20250317210243,,달마사(서울),06987,11,590,HS,HS03,HS030100
서울특별시 성동구 금호동4가,,2741117,12,20210908003704,http://tong.visitkorea.or.kr/cms/resource/82/3512982_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3512982_image3_1.jpg,127.0210150240,37.5434521362,20250729170030,,달맞이근린공원,04743,11,200,VE,VE03,VE030100
서울특별시 동대문구 답십리로 210-9 (답십리동),,3057901,12,20231205095443,http://tong.visitkorea.or.kr/cms/resource/64/3057864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3057864_image3_1.jpg,127.0637714345,37.5718468286,20250718090000,,답십리 영화의 거리,02609,11,230,VE,VE04,VE040100
서울특별시 용산구 청파로 139-26,,126803,12,20041230090000,,,126.9669951674,37.5355770817,20240522112129,,당고개순교성지,04368,11,170,HS,HS03,HS030200
서울특별시 영등포구 당산동3가,,3060934,12,20231130142850,http://tong.visitkorea.or.kr/cms/resource/87/3054287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3054287_image3_1.jpg,126.8957130537,37.5256519597,20250605173656,,당산공원,07260,11,560,VE,VE03,VE030100
서울특별시 종로구 율곡로10길 87 (봉익동),,299980,12,20071128182609,http://tong.visitkorea.or.kr/cms/resource/54/3505754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3505754_image3_1.jpg,126.9918001618,37.5736980971,20250714111606,,대각사(서울),03134,11,110,HS,HS03,HS030100
서울특별시 영등포구 대림동,1050-43,2402981,12,20160820023653,http://tong.visitkorea.or.kr/cms/resource/92/3526892_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3526892_image3_1.jpg,126.8975138236,37.4924530714,20250827165120,,대림동 차이나타운,07416,11,560,VE,VE04,VE040100
서울특별시 영등포구 대림로 106 (대림동),,2753103,12,20211006002924,http://tong.visitkorea.or.kr/cms/resource/93/3399393_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/93/3399393_image3_1.JPG,126.9032244523,37.4911227720,20250306133844,,대림어린이공원,07438,11,560,VE,VE03,VE030300
서울특별시 강남구 광평로10길 30-71,(일원동),1602451,12,20120414025259,,,127.0750897453,37.4775857564,20240605105939,,대모산도시자연공원,06359,11,680,NA,NA04,NA040500
서울특별시 강남구 일원동,산63-57,3076460,12,20231120102814,http://tong.visitkorea.or.kr/cms/resource/15/3524515_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3524515_image3_1.jpg,127.0783976958,37.4804771469,20250821092548,,대모산숲속야생화원,06344,11,680,NA,NA04,NA040500
서울특별시 서초구 남부순환로328길 49 (서초동),,300076,12,20071128223420,http://tong.visitkorea.or.kr/cms/resource/09/3540509_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3540509_image3_1.jpg,127.0134731649,37.4763181306,20250918100119,,대성사(서울),06757,11,650,HS,HS03,HS030100
서울특별시 종로구 부암동,,1605948,12,20120418201015,,,126.9624161239,37.5950534201,20250313170136,,대원군별장(석파정),03021,11,110,HS,HS01,HS011200
서울특별시 강남구 역삼로107길 20-30 (대치동),,2733970,12,20210817185335,http://tong.visitkorea.or.kr/cms/resource/48/3467748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3467748_image3_1.jpg,117.9925662504,19.6944274800,20250609134736,,대치유수지체육공원,06177,11,680,VE,VE03,VE030500
서울특별시 종로구 대학로 104 (동숭동),,126534,12,20020419090000,http://tong.visitkorea.or.kr/cms/resource/22/3384822_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/22/3384822_image3_1.JPG,127.0023878907,37.5805669329,20250314101454,,대학로,03087,11,110,VE,VE04,VE040100
서울특별시 중구 세종대로21길 15,(정동),127015,12,20030109090000,,,126.9760490054,37.5671457978,20250730161412,,대한성공회 서울주교좌성당,04519,11,140,HS,HS03,HS030200
서울특별시 중구 세종대로 39,,2373223,12,20160317021951,http://tong.visitkorea.or.kr/cms/resource/30/3412230_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3412230_image3_1.JPG,126.9737577300,37.5607020615,20250328144231,,대한제국군 서울시가 전투지,04513,11,140,HS,HS01,HS011200
서울특별시 서대문구 이화여대1길 10 (대현동),,3456362,12,20241220165817,http://tong.visitkorea.or.kr/cms/resource/80/3456380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3456380_image3_1.jpg,126.9449298864,37.5576991161,20250730161058,,대현문화공원,03766,11,410,VE,VE03,VE030400
서울특별시 성동구 금호동1가,1-72,3352052,12,20240822141833,http://tong.visitkorea.or.kr/cms/resource/05/3351805_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3351805_image3_1.jpg,127.0219145480,37.5573533154,20250318191219,,대현산배수지공원·대현산배수지공원 모노레일,04721,11,200,VE,VE03,VE030100
서울특별시 광진구 천호대로 549 (중곡동),지하 1층,3043811,12,20231120112423,http://tong.visitkorea.or.kr/cms/resource/69/3540069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3540069_image3_1.jpg,127.0792426486,37.5577515230,20250917163517,,더 페이퍼랩,04919,11,215,EX,EX07,EX070200
서울특별시 중구 장충단로13길 20 (을지로6가),지하 1층,2794931,12,20211214053210,http://tong.visitkorea.or.kr/cms/resource/06/2796106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2796106_image2_1.jpg,127.0076821872,37.5687878415,20241210163032,,더벨스파 동대문현대시티아울렛점,04563,11,140,EX,EX05,EX050500
서울특별시 중구 세종대로 99,,126509,12,20040225090000,http://tong.visitkorea.or.kr/cms/resource/05/3092905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3092905_image3_1.jpg,126.9749296905,37.5661486714,20250402143707,,덕수궁,04519,11,140,HS,HS01,HS010100
서울특별시 중구 세종대로 99 (정동),,1605981,12,20120418205524,http://tong.visitkorea.or.kr/cms/resource/91/3384991_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/91/3384991_image3_1.JPG,126.9765906796,37.5651071556,20250730154607,,덕수궁 대한문,04519,11,140,HS,HS01,HS010300
서울특별시 중구 세종대로 지하 101,,129186,12,20060727090000,http://tong.visitkorea.or.kr/cms/resource/50/2658350_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2658350_image3_1.jpg,126.9748935853,37.5660820124,20250109134517,,덕수궁 돌담길,04519,11,140,VE,VE04,VE040100
서울특별시 도봉구 도봉동,,126481,12,20030929090000,http://tong.visitkorea.or.kr/cms/resource/47/3511647_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3511647_image3_1.jpg,127.0155138235,37.7009531679,20250730142412,,도봉산,01349,11,320,NA,NA01,NA010100
서울특별시 도봉구 도봉산길 89 (도봉동),90,1955511,12,20141013195747,http://tong.visitkorea.or.kr/cms/resource/35/3401335_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/3401335_image3_1.JPG,127.0307045282,37.6860746178,20250718173051,,도봉서원(서울),01300,11,320,HS,HS01,HS010900
