contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,created_at,updated_at
250131,12,0,0,0,서울특별시청 교량안전과 02-2133-1954,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:42,2025-09-23 09:30:42
1019041,12,0,0,0,종로구청 도시녹지과 02-2148-2832,1984년 4월 1일,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:42,2025-09-23 09:30:42
2946110,12,0,0,0,0507-1361-3688,,연중무휴,원데이 클래스,,,,"- 평일 10:00~22:00<br>
- 주말 10:00~18:00",불가능,,,,2025-09-23 09:30:42,2025-09-23 09:30:42
3444605,12,0,0,0,,,,,,,,,,,,,2025-09-23 09:30:42,2025-09-23 09:30:42
2758125,12,0,0,0,02-798-2457,,연중무휴,,,,,상시 개방,불가,없음,,가능,2025-09-23 09:30:43,2025-09-23 09:30:43
337562,12,0,0,0,02-937-8206,,연중무휴,,,,,,불가능,불가,,없음,2025-09-23 09:30:43,2025-09-23 09:30:43
2721231,12,0,0,0,,,상점마다 상이,,,,,상점마다 상이,,없음,없음,없음,2025-09-23 09:30:43,2025-09-23 09:30:43
2761437,12,0,0,0,02-436-5800,,연중무휴,,,,,"10:00~18:00<br>
※ 촬영 시 변동 가능성 있음",가능,없음,,가능,2025-09-23 09:30:43,2025-09-23 09:30:43
814123,12,0,0,0,서울 중랑구청 공원녹지과  02-2094-2355,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:43,2025-09-23 09:30:43
126825,12,0,0,0,"용마폭포공원 관리사무소 02-2094-2965<br>
중랑구청 공원녹지과 02-2094-2353",1993년 5월,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:44,2025-09-23 09:30:44
126499,12,0,0,0,02-792-5661,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:44,2025-09-23 09:30:44
2783317,12,0,0,0,070-4224-1708,,"매주 월요일 / 1월 1일 / 설·추석 당일<br>※ 단, 월요일이 공휴일인 경우 그 다음날 휴관",,,,,09:00~18:00 (입장마감 17:00),가능,,,,2025-09-23 09:30:44,2025-09-23 09:30:44
3458416,12,0,0,0,07042241708,,매주 월요일,,,,,"화~금 09:00~17:30, 토일 09:00~21:00 (운영시간 1시간 전 입장마감)",,,,,2025-09-23 09:30:44,2025-09-23 09:30:44
1103054,12,0,0,0,02-719-3301,설립 : 1942년 1월 말,,,,,,,가능,없음,,없음,2025-09-23 09:30:45,2025-09-23 09:30:45
3400843,12,0,0,0,070-8833-5800,,"매주 월요일 / 1월 1일 / 설·추석 당일<br>※ 단, 월요일이 공휴일 또는 대체공휴일과 겹치는 경우에는 그 다음날에 휴관",,,,,"- 화요일~금요일 / 일요일 09:00~18:00 (입장마감 17:00 / 내부시설 마감 17:30)<br>
- 토요일 09:00~21:00 (입장마감 20:00 / 내부시설 마감 20:30)",불가능,,,,2025-09-23 09:30:45,2025-09-23 09:30:45
2758150,12,0,0,0,용산역 관광안내소 02-3780-5555,,연중무휴,,,,,상시 개방,가능,없음,,,2025-09-23 09:30:45,2025-09-23 09:30:45
2714856,12,0,0,0,서울 동작구 공원녹지과 02-820-1395,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:45,2025-09-23 09:30:45
1116877,12,0,0,0,02-2620-3574,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:45,2025-09-23 09:30:45
1116758,12,0,0,0,용왕산근린공원 02-2620-3574,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:46,2025-09-23 09:30:46
1829744,12,0,0,0,배재고등학교 02-429-1885,,연중무휴,,,,,"상시 개방<br>
※ 교내에 위치함으로 전화 문의 후 방문 바람",가능,,,,2025-09-23 09:30:46,2025-09-23 09:30:46
2373360,12,0,0,0,02-734-8851,,매주 월요일,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:46,2025-09-23 09:30:46
2756589,12,0,0,0,02-3436-0005,,연중무휴,,,,,05:30~21:00,가능,없음,,가능,2025-09-23 09:30:46,2025-09-23 09:30:46
2779508,12,0,0,0,서초구 푸른도시과 02-2155-6883,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:30:46,2025-09-23 09:30:46
2757831,12,0,0,0,서초구청 푸른도시과 02-2155-6883,2004년 07월 23일,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:47,2025-09-23 09:30:47
758299,12,0,0,0,02-997-8365(북한산우이분소),,연중무휴,,,,,"국립공원 입산 시간 : 일출 전 2시간<br />
국립공원 하산 시간 : 일몰 후 2시간",우이동계곡 식당이나 카페 주차장,없음,없음,없음,2025-09-23 09:30:47,2025-09-23 09:30:47
3065955,12,0,0,0,02-901-6933,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:47,2025-09-23 09:30:47
126495,12,0,0,0,서울시 강북구 문화관광과 02-901-6202,,점포 별로 상이함,,,,,점포 별로 상이함,가능,없음,,없음,2025-09-23 09:30:47,2025-09-23 09:30:47
3076160,12,0,0,0,02-2600-4185,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:48,2025-09-23 09:30:48
2675091,12,0,0,0,02-2091-3765,,,,,,,상시,있음,없음,없음,없음,2025-09-23 09:30:48,2025-09-23 09:30:48
346995,12,0,0,0,02-954-9944,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:48,2025-09-23 09:30:48
128021,12,0,0,0,02-300-5500,2002년 5월 1일,연중무휴,,,,,"- 12월/1월/2월 07:00~18:00<br>
- 3월 06:00~20:00<br>
- 4월/9월 05:30~20:00<br>
- 5월 05:00~20:00<br>
- 6월/7월 05:00~20:30<br>
-8월 05:30~20:30<br>
- 10월 06:00~19:00<br>
- 11월 06:30~19:00",가능,없음,,,2025-09-23 09:30:49,2025-09-23 09:30:49
3058015,12,0,0,0,02-300-5574,,연중무휴,유아 숲 체험 프로그램,,,,상시 개방,가능,,,,2025-09-23 09:30:49,2025-09-23 09:30:49
2993194,12,0,0,0,070-7722-9284,,,,,,,"평일 09:00~22:00(휴게시간 13:30~18:50)<br>
주말 10:30~16:30<br>
※ 자세한 이용시간은 예매페이지 확인",,,,,2025-09-23 09:30:49,2025-09-23 09:30:49
1829586,12,0,0,0,1577-0606,,,,,,,,있음,없음,,없음,2025-09-23 09:30:50,2025-09-23 09:30:50
1828605,12,0,0,0,02-2125-0848,,연중무휴,,,,,,,없음,없음,없음,2025-09-23 09:30:50,2025-09-23 09:30:50
1829821,12,0,0,0,국가보훈부 1577-0606,,연중무휴,,,,,05:00~22:00,가능,,,,2025-09-23 09:30:51,2025-09-23 09:30:51
605539,12,0,0,0,종로구청 관광체육과 02-2148-1855,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:52,2025-09-23 09:30:52
2743740,12,0,0,0,02-2204-6028,,"매주 토요일, 일요일",창의융합교실 / 근화원 / 축구교실,,,,09:00~18:00,가능,없음,,가능,2025-09-23 09:30:52,2025-09-23 09:30:52
2777943,12,0,0,0,070-8992-9720,,매주 월요일 / 설·추석 당일,,,,,"- 화요일~토요일 10:00~18:00<br>
- 일요일 10:00~17:00",불가능,없음,,없음,2025-09-23 09:30:53,2025-09-23 09:30:53
2993372,12,0,0,0,02-2148-2155,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:30:53,2025-09-23 09:30:53
2787181,12,0,0,0,윤동주문학박물관 02-2148-4175,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:53,2025-09-23 09:30:53
250134,12,0,0,0,02-2148-1842,,,,,,,,,없음,,없음,2025-09-23 09:30:53,2025-09-23 09:30:53
2754732,12,0,0,0,02-459-9451~2,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:53,2025-09-23 09:30:53
2759917,12,0,0,0,서대문구 푸른도시과 02-330-1708,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:30:54,2025-09-23 09:30:54
2751890,12,0,0,0,강남구청 공원녹지과 02-3423-6247,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:54,2025-09-23 09:30:54
2724392,12,0,0,0,02-351-6114,,연중무휴,한옥체험,,,,상시 개방,가능,,,,2025-09-23 09:30:54,2025-09-23 09:30:54
2994062,12,0,0,0,,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,,,,2025-09-23 09:30:54,2025-09-23 09:30:54
2591826,12,0,0,0,서울 구로구 위생과 02-860-3233,,점포 별로 상이함,,,,,점포 별로 상이함,가능,없음,,없음,2025-09-23 09:30:54,2025-09-23 09:30:54
1874105,12,0,0,0,02-2286-6061,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:55,2025-09-23 09:30:55
2757822,12,0,0,0,성동구도시관리공단 02-2204-7676,,1월 1일 / 설·추석 연휴,,,,,06:00~22:00,가능,없음,,가능,2025-09-23 09:30:55,2025-09-23 09:30:55
713110,12,0,0,0,02-302-1666(대림시장),,,,,,,09:00~18:00 (점포별 상이),가능,불가,,가능,2025-09-23 09:30:55,2025-09-23 09:30:55
1829827,12,0,0,0,02-2199-7245,,주말 / 공휴일,,,,,09:00~18:00,가능,,,,2025-09-23 09:30:55,2025-09-23 09:30:55
2667611,12,0,0,0,신촌 관광안내센터 02-363-7833,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:55,2025-09-23 09:30:55
126701,12,0,0,0,02-6291-6900,,연중무휴,,전 연령,,,"- 평일 14:00~21:00<br>
- 주말 11:00~21:00",가능,없음,,가능,2025-09-23 09:30:55,2025-09-23 09:30:55
1835181,12,0,0,0,02-2125-0848,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:56,2025-09-23 09:30:56
3044977,12,0,0,0,0507-1319-8374,,매주 월요일,,,,,10:00~17:00 (12:00~13:00 휴게시간),불가능,,,,2025-09-23 09:30:56,2025-09-23 09:30:56
1835201,12,0,0,0,국가보훈부 1577-0606,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:30:56,2025-09-23 09:30:56
2373363,12,0,0,0,02-3396-5842,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:56,2025-09-23 09:30:56
3043967,12,0,0,0,02-741-5161,,매주 월요일,,,,,10:00~17:00,가능,,,,2025-09-23 09:30:56,2025-09-23 09:30:56
970636,12,0,0,0,02-3780-0551~4,,연중무휴,,,,,상시 개방,가능 (371대),없음,,없음,2025-09-23 09:30:56,2025-09-23 09:30:56
2373364,12,0,0,0,서울 중구청 문화재관리팀 02-3396-5843,,연중무휴,,,,,상시 개방,불가,없음,,없음,2025-09-23 09:30:57,2025-09-23 09:30:57
1835206,12,0,0,0,서울우신초등학교 02-833-6421,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:30:57,2025-09-23 09:30:57
126999,12,0,0,0,이태원 관광안내소 02-3785-0942,,※ 점포 별로 상이함,,,,,※ 점포 별로 상이함,가능,,,,2025-09-23 09:30:57,2025-09-23 09:30:57
1019182,12,0,0,0,02-797-5119,,매장에 따라 상이,,,,,,불가능,,,(매장에 따라 가능),2025-09-23 09:30:57,2025-09-23 09:30:57
2650771,12,0,0,0,02-2199-6114,,점포별 상이,,,,,점포별 상이,불가능,없음,,없음,2025-09-23 09:30:58,2025-09-23 09:30:58
2401910,12,0,0,0,02-2199-6114,,업체별 상이,,,,,업체별 상이,,,,,2025-09-23 09:30:58,2025-09-23 09:30:58
2650046,12,0,0,0,남인사동 관광안내소 02-737-7885,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,없음,,없음,2025-09-23 09:30:58,2025-09-23 09:30:58
2946228,12,0,0,0,,,,,,,,,,,,,2025-09-23 09:30:58,2025-09-23 09:30:58
264353,12,0,0,0,"북인사동 관광안내소 02-734-0222<br/>
남인사동 관광안내소 02-737-7885",,연중무휴,,,,,상시,가능 (공영주차장)<br>요금 (5분당 400원),없음,,없음,2025-09-23 09:30:58,2025-09-23 09:30:58
348804,12,0,0,0,02-2148-1114,,연중무휴,,,,,상시 개방,,불가,,없음,2025-09-23 09:30:58,2025-09-23 09:30:58
126479,12,0,0,0,종로구청 도시녹지과 02-2148-2835,,연중무휴,,,,,상시 개방,,없음,,없음,2025-09-23 09:30:59,2025-09-23 09:30:59
2764331,12,0,0,0,02-731-1165,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:30:59,2025-09-23 09:30:59
3354488,12,0,0,0,종로구청 도시녹지과 02-2148-2835,,,,,,,화요일~일요일 10:00~17:00,,,,,2025-09-23 09:30:59,2025-09-23 09:30:59
2994661,12,0,0,0,070-4090-8005,,,,,,,11:00~21:00,,없음,,,2025-09-23 09:30:59,2025-09-23 09:30:59
1835256,12,0,0,0,1577-0606,,연중무휴,,,,,,,없음,없음,없음,2025-09-23 09:30:59,2025-09-23 09:30:59
2773291,12,0,0,0,서울물재생시설공단 02-3411-9890,2017년,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:00,2025-09-23 09:31:00
2773317,12,0,0,0,서울 강동구청 푸른도시과 02-3425-6452,,연중무휴,오감만족허브체험 / 천체관측체험,,,,상시 개방,,없음,,없음,2025-09-23 09:31:00,2025-09-23 09:31:00
127378,12,0,0,0,강동구청 푸른도시과 02-3425-6447,,연중무휴,,,,,상시 개방,가능 (63대),,,,2025-09-23 09:31:00,2025-09-23 09:31:00
3043794,12,0,0,0,02-450-7784,,매주 월요일,,,,,09:00~18:00,불가능,,,,2025-09-23 09:31:00,2025-09-23 09:31:00
331506,12,0,0,0,02-2670-3114,1977년 5월 1일,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:00,2025-09-23 09:31:00
2401757,12,0,0,0,광진구청 문화체육과 02-450-7582,,점포마다 다름,,,,,,,없음,,없음,2025-09-23 09:31:01,2025-09-23 09:31:01
126917,12,0,0,0,0507-1441-9680,,연중무휴,,,,,09:00~17:00,,없음,,없음,2025-09-23 09:31:01,2025-09-23 09:31:01
2774464,12,0,0,0,02-402-5526,,연중무휴,,,,,"[축구장]<br>
06:00~22:00<br>
[야구장]<br>
06:00~18:00<br>
[풋살장]<br>
06:00~22:00<br>
[소프트테니스장]<br>
06:00~22:00<br>
[파크골프장 하절기]<br>
07:00~19:00<br>
[파크골프장 동절기]<br>
08:00~18:00",가능,없음,,,2025-09-23 09:31:01,2025-09-23 09:31:01
970460,12,0,0,0,02-3780-0511~4,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:01,2025-09-23 09:31:01
970342,12,0,0,0,02-3780-0531~3,,연중무휴,,,,,상시 개방,가능 (722대),,,,2025-09-23 09:31:01,2025-09-23 09:31:01
2611601,12,0,0,0,양천구 문화과 02-2620-3406,,연중무휴,,,,,상시 개방,불가능,없음,,,2025-09-23 09:31:04,2025-09-23 09:31:04
3043878,12,0,0,0,성북구 관광안내소  02-2241-2656,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:04,2025-09-23 09:31:04
2763675,12,0,0,0,동대문구청 정원도시과 02-2127-4775,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:04,2025-09-23 09:31:04
126491,12,0,0,0,서울 중구청 공원녹지과 02-3396-5854,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:05,2025-09-23 09:31:05
699279,12,0,0,0,동대문 관광안내소 02-2236-9135,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,,,,2025-09-23 09:31:05,2025-09-23 09:31:05
479649,12,0,0,0,02-924-5362,,연중무휴,,,,,09:00~18:00,가능,,,,2025-09-23 09:31:06,2025-09-23 09:31:06
753954,12,0,0,0,02-459-4733,,매주 토요일~일요일 / 법정공휴일,,,,,10:00~16:30,가능,,,,2025-09-23 09:31:06,2025-09-23 09:31:06
2762867,12,0,0,0,남인사동 관광안내소 02-737-7885,2005년,연중무휴,,,,,상시 개방,불가능,없음,,,2025-09-23 09:31:06,2025-09-23 09:31:06
126528,12,0,0,0,02-3142-4434,,매주 월요일,,,,,09:30~17:00,가능,없음,,없음,2025-09-23 09:31:06,2025-09-23 09:31:06
2373370,12,0,0,0,02-753-0001,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:31:07,2025-09-23 09:31:07
2015800,12,0,0,0,,,법정공휴일,,,,,"- 평일 13:30~17:30 (입장마감 17:20)<br>
- 주말 09:00~17:30 (입장마감 17:20)",,없음,,없음,2025-09-23 09:31:07,2025-09-23 09:31:07
127308,12,0,0,0,마포관광정보센터 02-334-7878,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:31:07,2025-09-23 09:31:07
479778,12,0,0,0,02-762-0774,,연중무휴,,,,,09:00~18:00,가능,없음,,없음,2025-09-23 09:31:07,2025-09-23 09:31:07
2591833,12,0,0,0,02-860-3401,,,,,,,,없음,없음,없음,없음,2025-09-23 09:31:08,2025-09-23 09:31:08
750927,12,0,0,0,02-930-1995,,연중무휴,,,,,,,없음,,없음,2025-09-23 09:31:08,2025-09-23 09:31:08
128144,12,0,0,0,02-768-8600,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:09,2025-09-23 09:31:09
2553942,12,0,0,0,02-3280-3244,,매주 월요일 / 1월 1일 / 설·추석 연휴,신문 및 방송 기자 체험,[미디어 체험관] 7세~고등학교 3학년,,,10:00~18:00 (입장마감 17:30),가능,없음,,없음,2025-09-23 09:31:10,2025-09-23 09:31:10
1836254,12,0,0,0,1577-0606,,연중무휴,,,,,05:00~22:00(공원 이용시간),가능,,,,2025-09-23 09:31:10,2025-09-23 09:31:10
3424542,12,0,0,0,,,"월요일, 1월 1일, 설날, 추석날",,,,,,,,,,2025-09-23 09:31:10,2025-09-23 09:31:10
1957671,12,0,0,0,서울 종로구청 관광체육과 02-2148-1865,,연중무휴,,,,,상시 개방,가능,없음,,,2025-09-23 09:31:11,2025-09-23 09:31:11
3056463,12,0,0,0,서울관광재단 02-3788-0800,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,,,,2025-09-23 09:31:11,2025-09-23 09:31:11
126510,12,1,0,0,02-765-0195,,"매주 화요일 (단, 화요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관)",,,,,"[2월~5월, 9월~10월] <br>
- 09:00~18:00 <br>
- 입장 마감 17:00<br>
[6월~8월] <br>
- 09:00~18:30 <br>
- 입장마감 17:30<br>
[11월~1월]<br>
- 09:00~17:30 <br>
- 입장 마감 16:30",가능,,,,2025-09-23 09:31:11,2025-09-23 09:31:11
126492,12,0,0,0,"종로구청 공원녹지과 02-2148-2842
종묘공원관리사무소 02-2148-4155",,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:11,2025-09-23 09:31:11
3056156,12,0,0,0,중랑구청 공원녹지과 02-2094-2372,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:11,2025-09-23 09:31:11
1017547,12,0,0,0,02-751-0742,,매주 월요일,,,,,09:30~17:30,없음,없음,,없음,2025-09-23 09:31:12,2025-09-23 09:31:12
252529,12,0,0,0,02-742-1321,,,,,,,,없음(교내 외부차량 출입 통제),없음,,없음,2025-09-23 09:31:12,2025-09-23 09:31:12
2758161,12,0,0,0,은평구청 생활체육과 02-351-6553,1993년 12월,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:31:12,2025-09-23 09:31:12
2612198,12,0,0,0,양천구청 공원녹지과 02-2620-3579,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:31:12,2025-09-23 09:31:12
127558,12,0,0,0,02-359-8410,,연중무휴,템플스테이,,,,,가능,없음,,없음,2025-09-23 09:31:13,2025-09-23 09:31:13
126511,12,0,0,0,02-762-4868,,"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",,,,,09:00~21:00 (입장마감 20:00),가능 (22대),,,,2025-09-23 09:31:13,2025-09-23 09:31:13
2606158,12,0,0,0,02-762-4868,,매주 월요일,,,,,09:00~21:00 (입장마감 20:00),가능,없음,,없음,2025-09-23 09:31:13,2025-09-23 09:31:13
1605036,12,0,0,0,02-762-4868,,매주 월요일,,,,,09:00~21:00 (입장마감 20:00),가능,없음,,가능,2025-09-23 09:31:13,2025-09-23 09:31:13
1605009,12,0,0,0,02-762-4868,,"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",,,,,09:00~21:00 (입장마감 20:00),가능 (22대),없음,,없음,2025-09-23 09:31:13,2025-09-23 09:31:13
3056662,12,0,0,0,02-762-9515,,"매주 월요일 (단, 공휴일 및 대체공휴일과 겹칠 경우 개방 / 그 다음의 첫번째 비공휴일이 정기휴일)",,,,,09:00~20:45,가능,,,,2025-09-23 09:31:14,2025-09-23 09:31:14
1604941,12,0,0,0,02-3668-2300,,"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",,,,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)",불가능,,,,2025-09-23 09:31:14,2025-09-23 09:31:14
1605920,12,0,0,0,02-3668-2300,,매주 월요일<br>※ 공휴일이 휴무일과 겹칠 경우 다음날 휴무,,,,,"- [11월~1월] 09:00~17:30<br>
- [2월~5월/9월~10월] 09:00~18:00<br>
- [6월~8월] 09:00~18:30",,없음,,없음,2025-09-23 09:31:14,2025-09-23 09:31:14
1604953,12,0,0,0,02-3668-2300,,"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일",,,,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)",불가능,없음,,가능,2025-09-23 09:31:15,2025-09-23 09:31:15
1605908,12,0,0,0,02-3668-2300,,"매주 월요일<br>※ 단, 월요일이 공휴일일 경우 익일 휴관",,,,,"[11월~1월] 09:00~17:30<br>
[2월~5월, 9월~10월] 09:00~18:00<br>
[6월~8월] 09:00~18:30",가능,없음,,없음,2025-09-23 09:31:15,2025-09-23 09:31:15
127642,12,1,0,0,02-3668-2300,,"매주 월요일<br>※ 단, 월요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관",,,,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)",불가능,없음,,가능,2025-09-23 09:31:15,2025-09-23 09:31:15
2946517,12,0,0,0,남인사동 관광안내소 02-737-7885,,연중무휴,마음을 여는 사람의 추억길 창신동 골목길 탐방 코스 (약 2시간 30분 소요),,,,상시개방,,,,,2025-09-23 09:31:16,2025-09-23 09:31:16
252547,12,0,0,0,02-730-9924,,연중무휴,,,,,"[3월~4월] 07:00~18:00<br>
[5월~8월] 07:00~19:00<br>
[9월~10월] 07:00~18:00<br>
[11월~2월] 09:00~17:00",불가능,없음,,없음,2025-09-23 09:31:16,2025-09-23 09:31:16
3456475,12,0,0,0,,,,,,,,,,,,,2025-09-23 09:31:16,2025-09-23 09:31:16
2657713,12,0,0,0,0507-1330-5416,,매주 월요일,,,,,"- 화요일~목요일 / 일요일 10:00~20:00<br>
- 금요일~토요일 10:00~22:00",불가능,없음,,가능,2025-09-23 09:31:16,2025-09-23 09:31:16
2545035,12,0,0,0,02-2012-1401,,연중무휴,,,,,"- 월요일~목요일 10:30~20:20<br>
- 금요일 10:30~20:50<br>
- 토요일 10:00~20:50<br>
- 일요일 10:00~20:20<br>
※ 운영시간 상시 변동으로 방문 전 유선 문의 필수",가능,없음,,없음,2025-09-23 09:31:16,2025-09-23 09:31:16
1579548,12,0,0,0,02-355-7430,,연중무휴,,,,,상시 개방,기능 (약 8대 가능),없음,,없음,2025-09-23 09:31:17,2025-09-23 09:31:17
250323,12,0,0,0,02-2148-1114,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:31:17,2025-09-23 09:31:17
3060931,12,0,0,0,02-400-0978,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:18,2025-09-23 09:31:18
2591838,12,0,0,0,서울 구로구 공원녹지과 02-860-3165,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:31:18,2025-09-23 09:31:18
3351658,12,0,0,0,0507-1358-2612,,,,,,,10:00~18:00,,,,,2025-09-23 09:31:20,2025-09-23 09:31:20
482112,12,0,0,0,02-954-1474,,연중무휴,,,,,09:00~18:00,가능,,,,2025-09-23 09:31:21,2025-09-23 09:31:21
127376,12,0,0,0,02-489-2776,1998년 06월 20일,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:31:21,2025-09-23 09:31:21
2741610,12,0,0,0,천호자전거거리 상권협의회 070-8740-2538,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:31:21,2025-09-23 09:31:21
827494,12,0,0,0,02-2290-6114,,연중무휴,,,,,상시 개방,,가능,,,2025-09-23 09:31:21,2025-09-23 09:31:21
2765510,12,0,0,0,02-2290-7111,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:31:21,2025-09-23 09:31:21
125452,12,0,0,0,서초구청 푸른도시과 02-2155-6872,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:22,2025-09-23 09:31:22
129507,12,0,0,0,02-2290-6114,,연중무휴,,,,,상시 개방,,가능,,없음,2025-09-23 09:31:22,2025-09-23 09:31:22
127269,12,0,0,0,강남구청 공원녹지과 02-3423-6244,1991년 4월 30일,연중무휴,,,,,상시 개방,가능,불가,,없음,2025-09-23 09:31:23,2025-09-23 09:31:23
3081985,12,0,0,0,,,,,,,,,있음,,,,2025-09-23 09:31:23,2025-09-23 09:31:23
1310950,12,0,0,0,강남메디컬투어센터 1661-2230,,매장 별로 상이함,,,,,매장 별로 상이함,불가능,없음,,없음,2025-09-23 09:31:23,2025-09-23 09:31:23
482126,12,0,0,0,02-962-7390,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:23,2025-09-23 09:31:23
482153,12,0,0,0,02-763-4031,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:23,2025-09-23 09:31:23
126533,12,0,0,0,,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:31:25,2025-09-23 09:31:25
3056238,12,0,0,0,1522-7760,,매주 화요일,,,,,09:00~17:30 (입장 마감 17:00),가능,,,,2025-09-23 09:31:27,2025-09-23 09:31:27
2762885,12,0,0,0,종로구청 관광체육과 02-2148-1852,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:28,2025-09-23 09:31:28
2031668,12,0,0,0,02-2116-3949(노원구청 공원기획팀),,,,,,,,불가,없음,,없음,2025-09-23 09:31:29,2025-09-23 09:31:29
1395270,12,0,0,0,02-3675-3401~2,,매주 일요일~월요일 / 설·추석 당일 / 동절기(12월~3월),,,,,"화요일~토요일 10:00~17:00<br>
※ 4월 1일~11월 30일에만 개관",불가능,,,,2025-09-23 09:31:29,2025-09-23 09:31:29
